original_idx,Condition,gt_cwe,pred_cwe,gt_line,pred_line,line_status,Review_ID
12834,A2_FunctionLine,CWE-125,CWE-Other,"		if (parse_import_stub(bin, &symbols[j], i))",if (bin->dysymtab.iextdefsym)/~/			if (bin->dysymtab.ilocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.iundefsym)/~/			if (bin->dysymtab.nextdefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.nundefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nundefsym)/~/				if (bin->dysymtab.nlocalsym,No Match,REV_164
9218,A2_FunctionLine,CWE-416,CWE-20,"  auto resolver_cb = WTF::Bind(&ImageCapture::ResolveWithMediaTrackConstraints,/~/                               WrapPersistent(this), resolver_constraints);",settings->has_white_balance_mode = constraints.hasWhiteBalanceMode() &&,No Match,REV_165
15362,A3_FunctionLineCWE,CWE-189,CWE-399,  return screen_lock_lib_.GetDefaultImpl(use_stub_impl_);/~/},return screen_lock_lib_.GetDefaultImpl(use_stub_impl_);,Partial Match,REV_166
10784,A3_FunctionLineCWE,CWE-416,CWE-399,    : loader_(,: loader_(,Exact Match,REV_167
8152,A3_FunctionLineCWE,CWE-125,CWE-189,"        /* If we're assigning to this and we don't have a parent,/~/         * add it to the symbol table root */~/        if (!jsvGetRefs(lhs) && jsvIsName(lhs)) {/~/          if (!jsvIsArrayBufferName(lhs) && !jsvIsNewChild(lhs))/~/            jsvAddName(execInfo.root, lhs);/~/        }/~/        jspReplaceWith(lhs, rhs);",if (lex->tk==LEX_ARROW_FUNCTION) {/~/            if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if (lex->tk==LEX_ARROW_FUNCTION) {/~/                if,No Match,REV_168
15429,A1_FunctionOnly,CWE-362,CWE-399,	mutex_init(&tu->tread_sem);,mutex_init(&tu->tread_sem);,N/A,REV_169
14020,A4_Oracle,CWE-399,CWE-362,"				    int nmi, struct perf_sample_data *data,/~/		if (__perf_event_overflow(event, nmi, throttle,","if (__perf_event_overflow(event, nmi, throttle,",Oracle,REV_170
12943,A3_FunctionLineCWE,CWE-416,CWE-399,  DCHECK(delegate_);,DCHECK(delegate_);,Exact Match,REV_171
16051,A4_Oracle,CWE-200,CWE-189,            m_pInput_pmem[i].buffer = (OMX_U8 *)SECURE_BUFPTR;,if (bytes != m_sInPortDef.nBufferSize) {,Oracle,REV_172
8210,A3_FunctionLineCWE,CWE-20,CWE-399,"      process_(nullptr),","process_(nullptr),",Exact Match,REV_173
12489,A2_FunctionLine,CWE-476,CWE-416,			efree(ent1);/~/			if (ent2->type == ST_FIELD && ent2->data == NULL) {,efree(ent1);,Partial Match,REV_174
12363,A3_FunctionLineCWE,CWE-476,CWE-Other,	if (REMAIN > INT_MAX),if (REMAIN > INT_MAX),Exact Match,REV_175
12834,A1_FunctionOnly,CWE-125,CWE-Other,"		if (parse_import_stub(bin, &symbols[j], i))",if (bin->dysymtab.iextdefsym)/~/			if (bin->dysymtab.ilocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.iundefsym)/~/			if (bin->dysymtab.nextdefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.nundefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nundefsym)/~/				if (bin->dysymtab.nlocalsym,N/A,REV_176
13490,A4_Oracle,CWE-476,CWE-399,		   const struct key_match_data *match_data),const struct key_match_data *match_data),Oracle,REV_177
18757,A2_FunctionLine,CWE-399,CWE-362,  enable_ipc_proxy_ = CommandLine::ForCurrentProcess()->HasSwitch(/~/      switches::kEnableNaClIPCProxy);,enable_ipc_proxy_ = CommandLine::ForCurrentProcess()->HasSwitch(,Partial Match,REV_178
15939,A3_FunctionLineCWE,CWE-264,CWE-20,"	int procfd = payload->procfd;/~/		ERROR(""error using IPC to receive notification from initial process (0)"");/~/		ERROR(""error using IPC to notify initial process for initialization (1)"");/~/		ERROR(""error using IPC to receive final notification from initial process (2)"");/~/	shutdown(ipc_socket, SHUT_RDWR);/~/	close(ipc_socket);/~/	/* set new apparmor profile/selinux context */~/		if (lsm_set_label_at(procfd, on_exec, init_ctx->lsm_label) < 0) {/~/	/* we don't need proc anymore */~/	close(procfd);","ERROR(""error using IPC to receive notification from initial process (0)"");",Partial Match,REV_179
7881,A3_FunctionLineCWE,CWE-264,CWE-399,"{/~/  *d_ret = trouble + (x * 2);/~/  *str_ret = g_ascii_strup (str, -1);/~/  return TRUE;/~/}","*str_ret = g_ascii_strup (str, -1);",Partial Match,REV_180
14020,A2_FunctionLine,CWE-399,CWE-362,"				    int nmi, struct perf_sample_data *data,/~/		if (__perf_event_overflow(event, nmi, throttle,","if (__perf_event_overflow(event, nmi, throttle,",Partial Match,REV_181
7881,A2_FunctionLine,CWE-264,CWE-399,"{/~/  *d_ret = trouble + (x * 2);/~/  *str_ret = g_ascii_strup (str, -1);/~/  return TRUE;/~/}","*str_ret = g_ascii_strup (str, -1);",Partial Match,REV_182
8937,A3_FunctionLineCWE,CWE-476,CWE-476,	tcmur_unregister_handler(handler);,tcmur_unregister_handler(handler);,Exact Match,REV_183
15362,A1_FunctionOnly,CWE-189,CWE-399,  return screen_lock_lib_.GetDefaultImpl(use_stub_impl_);/~/},return screen_lock_lib_.GetDefaultImpl(use_stub_impl_);,N/A,REV_184
12834,A4_Oracle,CWE-125,CWE-Other,"		if (parse_import_stub(bin, &symbols[j], i))",if (bin->dysymtab.iextdefsym)/~/			if (bin->dysymtab.ilocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.iundefsym)/~/			if (bin->dysymtab.nextdefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/			if (bin->dysymtab.nlocalsym)/~/			if (bin->dysymtab.nundefsym)/~/			if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nextlocalsym)/~/				if (bin->dysymtab.nundefsym)/~/				if (bin->dysymtab.nlocalsym,Oracle,REV_185
16298,A2_FunctionLine,CWE-264,CWE-399,"    Mutex::Autolock lock(&mLock);/~/    sp<Sample> sample = new Sample(++mNextSampleID, fd, offset, length);/~/    mSamples.add(sample->sampleID(), sample);/~/    doLoad(sample);/~/    return sample->sampleID();/~/}","Mutex::Autolock lock(&mLock);/~/    sp<Sample> sample = new Sample(++mNextSampleID, fd, offset, length);/~/    mSamples.add(sample->sampleID(), sample);/~/    doLoad(sample);/~/    return sample->sampleID();",Partial Match,REV_186
12335,A2_FunctionLine,CWE-119,CWE-416,	/* Prepare to wait on uaddr. */~/	 * race with the atomic proxy lock acquition by the requeue code.,/* Prepare to wait on uaddr. *,Partial Match,REV_187
17947,A4_Oracle,CWE-399,CWE-399,  pp::Module *module = pp::Module::Get();/~/  CHECK(module);/~/  return static_cast<const PPB_NaCl_Private*>(/~/      module->GetBrowserInterface(PPB_NACL_PRIVATE_INTERFACE));/~/},pp::Module *module = pp::Module::Get();/~/  CHECK(module);/~/  return static_cast<const PPB_NaCl_Private*>(/~/      module->GetBrowserInterface(PPB_NACL_PRIVATE_INTERFACE));/~/},Oracle,REV_188
16115,A1_FunctionOnly,CWE-119,CWE-399,    PassRefPtr<CallbackWrapper> callbacks),PassRefPtr<CallbackWrapper> callbacks),N/A,REV_189
8451,A3_FunctionLineCWE,CWE-125,CWE-189,"	int hdrlen;/~/		ND_PRINT((ndo, ""[|802.15.4] %x"", caplen));/~/	hdrlen = extract_header_length(fc);/~/	ND_PRINT((ndo,""IEEE 802.15.4 %s packet "", ftypes[fc & 0x7]));/~/	if (hdrlen == -1) {/~/		ND_PRINT((ndo,""invalid! ""));/~/		return caplen;/~/	}/~/	if (!ndo->ndo_vflag) {/~/		p+= hdrlen;/~/		caplen -= hdrlen;/~/	} else {/~/		uint16_t panid = 0;/~/		switch ((fc >> 10) & 0x3) {/~/		case 0x00:/~/			break;/~/		case 0x01:/~/			return 0;/~/		case 0x02:/~/			panid = EXTRACT_LE_16BITS(p);/~/			p += 2;/~/			ND_PRINT((ndo,""%04x:%04x "", panid, EXTRACT_LE_16BITS(p)));/~/			p += 2;/~/			break;/~/		case 0x03:/~/			panid = EXTRACT_LE_16BITS(p);/~/			p += 2;/~/			ND_PRINT((ndo,""%04x:%s "", panid, le64addr_string(ndo, p)));/~/			p += 8;/~/			break;/~/		switch ((fc >> 14) & 0x3) {/~/		case 0x00:/~/			break;/~/		case 0x01:/~/			return 0;/~/		case 0x02:/~/			if (!(fc & (1 << 6))) {/~/				panid = EXTRACT_LE_16BITS(p);/~/				p += 2;/~/			ND_PRINT((ndo,""%04x:%04x "", panid, EXTRACT_LE_16BITS(p)));/~/			break;/~/		case 0x03:/~/			if (!(fc & (1 << 6))) {/~/				panid = EXTRACT_LE_16BITS(p);/~/				p += 2;/~/                        ND_PRINT((ndo,""%04x:%s "", panid, le64addr_string(ndo, p)));/~/			p += 8;/~/			break;/~/		caplen -= hdrlen;/~/	return 0;","int hdrlen;/~/		ND_PRINT((ndo, ""[|802.15.4] %x"", caplen));/~/	hdrlen = extract_header_length(fc);/~/	if (hdrlen == -1) {/~/		ND_PRINT((ndo,""invalid! ""));/~/		return caplen;/~/	}/~/	if (!ndo->ndo_vflag) {/~/		p+= hdrlen;/~/		caplen -= hdrlen;/~/	}/~/	if (!ndo->ndo_vflag) {/~/		p+= hdrlen;/~/		caplen -= hdrlen;/~/	} else {/~/		uint16_t panid = 0;/~/		switch ((fc >> 10) & 0x3) {/~/		case 0x00:/~/			break;/~/		case 0x01:/~/			panid = EXTRACT_LE_16BITS(",No Match,REV_190
17947,A3_FunctionLineCWE,CWE-399,CWE-399,  pp::Module *module = pp::Module::Get();/~/  CHECK(module);/~/  return static_cast<const PPB_NaCl_Private*>(/~/      module->GetBrowserInterface(PPB_NACL_PRIVATE_INTERFACE));/~/},pp::Module *module = pp::Module::Get();/~/  CHECK(module);/~/  return static_cast<const PPB_NaCl_Private*>(/~/      module->GetBrowserInterface(PPB_NACL_PRIVATE_INTERFACE));/~/},Exact Match,REV_191
13490,A2_FunctionLine,CWE-476,CWE-399,		   const struct key_match_data *match_data),const struct key_match_data *match_data),Exact Match,REV_192
18319,A4_Oracle,CWE-20,CWE-200,"    ProfileOAuth2TokenServiceFactory::GetForProfile(profile_)->/~/        UpdateCredentials(account_id, result.refresh_token);",if (result.IsSuccess()) {,Oracle,REV_193
8210,A2_FunctionLine,CWE-20,CWE-399,"      process_(nullptr),","process_(nullptr),",Exact Match,REV_194
12943,A1_FunctionOnly,CWE-416,CWE-399,  DCHECK(delegate_);,DCHECK(delegate_);,N/A,REV_195
1188,A2_FunctionLine,CWE-399,CWE-189,"    VLOG(1) << ""...parsing request body"";/~/    std::string error;/~/    if (!ParseJSONDictionary(json, parameters, &error)) {/~/          ""Failed to parse command data: "" + error + ""\n  Data: "" + json));/~/  VLOG(1) << ""Parsed "" << method << "" "" << uri/~/        << std::string(request_info->post_data, request_info->post_data_len);","VLOG(1) << ""...parsing request body"";/~/    std::string error;/~/    if (!ParseJSONDictionary(json, parameters, &error)) {/~/          ""Failed to parse command data: "" + error + ""\n  Data: "" + json));/~/  VLOG(1) << ""Parsed "" << method << "" "" << uri/~/        << std::string(request_info->post_data, request_info->post_data_len);",Exact Match,REV_196
9386,A4_Oracle,CWE-200,CWE-189,"	const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {","const struct cred *cred = current_cred(), *tcred;/~/	 * process. The right exists if the process has administrative/~/	 * capabilities, superuser privileges or the same/~/	 * userid as the target process./~/	tcred = __task_cred(task);/~/	if (!uid_eq(cred->euid, tcred->suid) && !uid_eq(cred->euid, tcred->uid) &&/~/	    !uid_eq(cred->uid,  tcred->suid) && !uid_eq(cred->uid,  tcred->uid) &&/~/	    !capable(CAP_SYS_NICE)) {",Oracle,REV_197
7881,A1_FunctionOnly,CWE-264,CWE-399,"{/~/  *d_ret = trouble + (x * 2);/~/  *str_ret = g_ascii_strup (str, -1);/~/  return TRUE;/~/}","*str_ret = g_ascii_strup (str, -1);",N/A,REV_198
8278,A3_FunctionLineCWE,CWE-200,CWE-399,"    /* If a fatal one, remove from cache */~/    if ((level == 2) && (s->session != NULL))/~/        SSL_CTX_remove_session(s->session_ctx, s->session);","SSL_CTX_remove_session(s->session_ctx, s->session);",Partial Match,REV_199
8937,A1_FunctionOnly,CWE-476,CWE-476,	tcmur_unregister_handler(handler);,tcmur_unregister_handler(handler);,N/A,REV_200
